coming_soon,is_free,discount_pct,platforms_win,platforms_mac,platforms_linux,metacritic_score,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,publishing_model,genre_count,release_year,approval_rating,price_usd
False,False,0,True,False,False,,403,0,30,54,0,0,0,Publisher-Backed,1,2018,0.8996005326231691,4.99
False,False,0,True,False,False,68.0,294,0,180,18,0,10,60,Self-Published,1,2018,0.8420954511558538,49.99
False,False,0,True,False,False,,139,0,99,15,0,8,12,Publisher-Backed,1,2018,0.9550261179768124,9.99
False,False,0,True,False,False,,256,222,242,7,0,0,0,Self-Published,1,2018,0.8532721010332951,2.99
False,False,0,True,False,False,58.0,557,36,260,17,17,4,56,Publisher-Backed,1,2018,0.8456260720411664,39.99
False,False,85,True,False,False,,367,0,380,18,0,0,37,Publisher-Backed,1,2018,0.6621043627031651,2.69
False,False,51,True,True,True,,268,0,271,0,0,0,24,Publisher-Backed,1,2018,0.6696165191740413,0.49
False,False,60,True,False,False,,89,9,54,41,0,0,12,Self-Published,1,2018,0.8925879396984925,5.99
False,False,0,True,False,False,,695,0,394,119,0,1,50,Self-Published,1,2018,0.7558259333758525,24.99
False,False,0,True,False,False,,1427,0,1198,77,0,1,62,Publisher-Backed,1,2018,0.9654438098925564,49.99
False,False,0,True,False,False,70.0,3472,0,322,269,0,0,0,Publisher-Backed,1,2018,0.9248713550600343,9.99
False,False,0,True,False,False,73.0,366,0,78,10,17,0,0,Publisher-Backed,1,2018,0.8120545713703929,19.99
False,False,0,True,False,False,81.0,1805,181,480,2784,0,35,112,Publisher-Backed,1,2018,0.8117651747638596,59.99
False,False,0,True,False,False,,337,0,211,0,0,0,4,Self-Published,1,2018,0.5344262295081967,0.99
False,False,0,True,False,False,80.0,728,5,277,528,0,2,98,Publisher-Backed,1,2018,0.891097543660372,39.99
False,False,0,True,False,False,82.0,1152,0,188,208,0,0,0,Self-Published,1,2018,0.8750328860826099,14.99
False,False,0,True,False,False,75.0,1687,462,695,827,17,2,77,Self-Published,1,2018,0.6638264543232146,29.99
False,False,0,True,False,False,,234,0,227,0,0,0,45,Publisher-Backed,1,2018,0.7234375,1.99
False,False,0,True,False,False,,227,0,211,0,0,0,0,Publisher-Backed,1,2018,0.32684824902723736,3.99
False,False,0,True,False,False,84.0,458,343,130,78,0,1,18,Publisher-Backed,1,2018,0.9375837128315028,19.99
False,False,0,True,True,False,,78,0,85,0,0,0,7,Self-Published,1,2018,0.5380894800483675,4.99
False,False,0,True,True,False,81.0,771,0,139,138,0,0,0,Publisher-Backed,1,2018,0.9605124340617935,9.99
False,False,0,True,False,False,,919,325,769,925,0,1,81,Publisher-Backed,1,2024,0.7894358605821057,29.99
False,False,0,True,False,True,80.0,923,9,121,238,0,0,54,Self-Published,1,2018,0.9166556481114196,9.99
False,False,0,True,False,False,,320,0,188,11,0,0,294,Publisher-Backed,1,2018,0.7736248236953456,15.99
False,False,0,True,False,False,,90,0,114,4,0,0,0,Self-Published,1,2009,0.8310090237899918,4.99
False,False,70,True,True,False,86.0,547,0,97,37,0,0,0,Publisher-Backed,1,2018,0.9399766899766899,5.99
False,False,0,True,False,False,64.0,993,0,1465,1,0,0,123,Self-Published,1,2018,0.5016181229773463,19.99
False,False,0,True,False,False,,328,0,198,121,0,8,46,Self-Published,1,2018,0.8207131218249785,19.99
False,False,87,True,False,False,72.0,1228,33,467,92,17,5,67,Publisher-Backed,1,2017,0.7520774358506073,1.94
False,False,0,True,True,True,83.0,529,0,129,5,0,1,18,Publisher-Backed,1,2018,0.9164785553047404,24.99
False,False,75,True,True,False,81.0,213,0,177,17,0,2,26,Publisher-Backed,1,2018,0.9435341567935468,4.99
False,False,0,True,False,False,,1565,0,1155,144,0,0,37,Publisher-Backed,1,2018,0.8575418994413407,19.99
False,False,0,True,False,False,93.0,1797,24,1528,1380,17,0,37,Publisher-Backed,1,2018,0.9600612592316017,49.99
False,False,0,True,True,False,66.0,336,0,195,15,17,3,41,Publisher-Backed,1,2018,0.7022738842694722,19.99
False,False,0,True,True,True,,1503,68,488,49,0,0,29,Self-Published,1,2018,0.815242494226328,12.99
False,False,0,True,True,False,,4926,597,860,1748,0,3,0,Publisher-Backed,1,2018,0.8603926250165804,14.99
False,False,0,True,False,False,,393,0,391,22,0,2,29,Publisher-Backed,1,2018,0.884804265469342,29.99
False,False,0,True,False,False,89.0,941,0,407,22,17,0,0,Publisher-Backed,1,2018,0.9367165632225873,29.99
False,False,0,True,False,False,,601,0,170,370,0,8,27,Publisher-Backed,1,2018,0.8296943231441049,29.99
False,False,0,True,False,False,75.0,382,0,178,18,17,7,56,Publisher-Backed,1,2018,0.5908017089721035,29.99
False,False,0,True,True,True,76.0,1395,0,1959,5,0,2,17,Publisher-Backed,1,2018,0.6213692946058091,14.99
False,False,30,True,True,False,,75,0,84,175,0,1,122,Publisher-Backed,1,2018,0.9355163727959698,13.99
False,False,0,True,False,False,,351,0,262,0,0,0,0,Self-Published,1,2018,0.598705501618123,0.99
False,False,0,True,True,False,,321,1,360,22,0,2,22,Publisher-Backed,1,2018,0.6992273730684326,19.99
False,False,93,True,True,True,78.0,1538,5,646,43,0,5,61,Publisher-Backed,1,2018,0.8379149377593361,1.74
False,False,75,True,True,False,93.0,2256,211,1062,2253,0,1,49,Self-Published,1,2018,0.9824409006902813,6.24
False,False,0,True,False,False,72.0,1450,0,706,63,0,4,198,Publisher-Backed,1,2018,0.6964792257633906,39.99
False,False,0,True,False,False,67.0,142,0,73,2,0,0,23,Publisher-Backed,1,2018,0.7111247695144438,19.99
False,False,75,True,True,True,,0,0,0,0,17,0,0,Self-Published,1,2018,0.7919799498746867,3.24
False,False,0,True,False,False,78.0,830,0,278,83,0,79,46,Publisher-Backed,1,2018,0.8461337024428566,19.99
False,False,0,True,True,False,78.0,221,0,214,5,0,0,31,Publisher-Backed,1,2018,0.922418405564473,14.99
False,False,0,True,False,False,,215,0,211,0,0,0,0,Publisher-Backed,1,2018,0.41771315267680104,1.99
False,False,0,True,True,True,77.0,365,0,202,182,0,2,53,Publisher-Backed,1,2018,0.9334190369061011,19.99
False,False,0,True,False,False,85.0,263,0,26,24,17,0,0,Publisher-Backed,1,2018,0.8006902502157032,9.99
False,False,0,True,False,False,,1839,309,327,873,0,3,34,Publisher-Backed,1,2018,0.7747722793373462,29.99
False,False,0,True,True,False,83.0,120,0,163,1,0,0,13,Self-Published,1,2018,0.946003176283748,5.99
False,False,0,True,False,False,68.0,448,0,201,16,0,1,73,Publisher-Backed,1,2018,0.8221374045801527,18.99
False,False,0,True,True,False,,236,0,231,6,0,3,39,Publisher-Backed,1,2018,0.8885456001830873,49.99
False,False,67,True,True,False,,551,0,253,16,0,2,51,Publisher-Backed,1,2018,0.8199038733389878,4.94
False,False,0,True,False,False,,1210,489,596,1663,0,20,35,Self-Published,1,2018,0.8311075293575869,29.99
False,False,0,True,True,False,,1881,49,1270,1363,17,3,53,Self-Published,1,2018,0.9209488425264362,59.99
False,False,0,True,False,False,69.0,724,0,282,10,0,9,49,Publisher-Backed,1,2018,0.6919552867876122,14.99
False,False,0,True,False,False,,663,0,215,367,0,1,74,Self-Published,1,2018,0.9835964793906407,19.99
False,False,0,True,False,True,88.0,7414,407,366,6187,0,0,147,Self-Published,1,2018,0.9626414390289408,9.99
False,False,0,True,False,False,,314,0,193,44,0,0,11,Self-Published,1,2018,0.910453727763342,19.99
False,False,0,True,False,False,,437,0,698,175,0,0,0,Self-Published,1,2018,0.9148053605615827,19.99
False,False,0,True,False,False,,622,128,264,39,0,0,0,Publisher-Backed,1,2018,0.9528979966355712,19.99
False,False,0,True,False,False,,214,0,161,3,0,0,2975,Publisher-Backed,1,2018,0.8139737991266376,0.99
False,False,0,True,False,False,,497,16,434,109,0,0,0,Publisher-Backed,1,2018,0.0,2.99
False,False,75,True,False,False,,1001,0,736,274,0,2,50,Publisher-Backed,1,2018,0.9755654783690798,7.49
False,False,0,True,False,False,,319,142,179,28,0,1,14,Publisher-Backed,1,2018,0.7756352087114338,24.99
False,False,0,True,True,False,76.0,80,0,38,4,0,1,31,Publisher-Backed,1,2018,0.785958904109589,19.99
False,False,51,True,False,False,,236,0,238,0,0,3,15,Self-Published,1,2018,0.5267175572519084,0.49
False,False,90,True,False,False,73.0,127,0,27,20,17,0,0,Self-Published,1,2018,0.7180938900684124,0.79
False,False,0,True,False,False,71.0,111,0,219,7,0,0,0,Publisher-Backed,1,2018,0.6518375241779497,6.99
False,False,30,True,False,False,,1137,2553,367,806,0,1,26,Publisher-Backed,1,2018,0.7903756512201809,17.49
False,False,0,True,False,False,,170,0,326,0,0,2,179,Publisher-Backed,1,2018,0.804,14.99
False,False,0,True,False,False,,165,0,147,0,0,1,10,Self-Published,1,2018,0.7933901918976546,12.99
False,False,0,True,True,True,,602,0,424,157,0,0,0,Publisher-Backed,1,2018,0.779965257672264,8.99
False,False,0,True,False,False,,1250,0,397,56,0,0,17,Publisher-Backed,1,2018,0.6990163934426229,29.99
False,False,0,True,True,False,68.0,193,0,139,0,0,0,0,Self-Published,1,2014,0.8708430007733952,19.99
False,False,0,True,False,False,,1303,0,288,145,0,2,34,Self-Published,1,2018,0.7307692307692307,19.99
False,False,10,True,True,False,,251,0,243,0,0,0,32,Self-Published,1,2018,0.6929824561403509,0.89
False,False,50,True,False,False,,1337,0,1310,27,0,2,46,Self-Published,1,2018,0.7657512116316639,14.99
False,False,0,True,True,False,88.0,1349,74,444,2080,0,3,42,Self-Published,1,2018,0.9628495731527819,19.99
False,False,90,True,True,True,76.0,250,0,108,16,0,1,24,Self-Published,1,2018,0.9392312385600976,0.99
False,False,85,True,False,False,,1125,45,249,99,0,0,12,Publisher-Backed,1,2018,0.9475583864118896,2.24
False,False,0,True,False,False,,1877,3,643,374,0,1,78,Self-Published,1,2020,0.8659395772797834,14.99
False,False,0,True,False,False,,0,0,0,0,0,0,52,Self-Published,1,2018,0.5555555555555556,24.99
False,False,80,True,True,False,,340,0,426,2,0,2,26,Publisher-Backed,1,2018,0.6698997736825089,4.99
False,False,0,True,True,True,,144,0,187,0,0,0,9,Publisher-Backed,1,2018,0.6492985971943888,1.99
False,False,0,True,False,True,,212,65,136,793,0,0,16,Publisher-Backed,1,2018,0.9602683664604724,2.99
False,False,0,True,True,False,,265,0,272,5,0,0,24,Publisher-Backed,1,2018,0.9047835990888383,4.99
False,False,0,True,False,False,,169,0,28,10,17,0,0,Publisher-Backed,1,2018,0.9341836734693878,4.99
False,False,0,True,False,False,77.0,2016,71,461,1479,0,9,0,Publisher-Backed,1,2019,0.9253267596230388,39.99
False,False,0,True,False,False,77.0,302,0,47,1,0,2,35,Publisher-Backed,1,2018,0.8791808873720136,19.99
False,False,0,True,True,True,81.0,183,0,146,10,0,0,21,Self-Published,1,2017,0.9329094863643969,4.99
False,False,0,True,False,False,,2268,465,1510,1297,17,5,72,Publisher-Backed,1,2018,0.8091966081958991,59.99
False,False,80,True,False,False,91.0,1013,0,541,655,0,0,64,Publisher-Backed,1,2018,0.9608223089923655,3.99
False,False,0,True,False,False,,1397,0,1310,205,0,3,44,Publisher-Backed,1,2018,0.9300810424280948,19.99
False,False,0,True,True,True,87.0,2154,297,1073,4953,17,41,78,Self-Published,1,2018,0.9520466226138032,24.99
False,False,0,True,False,False,,619,0,397,0,0,0,0,Self-Published,1,2018,0.7782705099778271,4.99
False,False,75,True,True,True,83.0,107,0,116,22,0,1,14,Publisher-Backed,1,2018,0.9690441330265634,4.99
False,False,0,True,False,False,,190,0,211,0,0,0,0,Publisher-Backed,1,2018,0.41055718475073316,1.99
False,False,0,True,False,True,53.0,662,0,610,0,0,0,50,Publisher-Backed,1,2018,0.7368212445501388,19.99
False,False,0,True,False,False,78.0,216,0,155,1,0,1,31,Publisher-Backed,1,2017,0.9027367592045679,29.99
False,False,75,True,True,True,80.0,2205,438,273,2330,17,5,452,Self-Published,1,2018,0.7895561119963579,4.99
False,False,0,True,False,False,,860,0,220,297,0,0,20,Publisher-Backed,1,2018,0.97114410063793,9.99
False,False,0,True,True,True,,1258,0,1556,134,0,2,320,Publisher-Backed,1,2018,0.9440870856011875,19.99
False,False,0,True,True,False,,2112,0,2112,28,0,0,20,Self-Published,1,2018,0.7981029810298103,9.99
False,False,0,True,False,False,,423,0,415,112,0,0,32,Self-Published,1,2018,0.9661163454058259,2.99
False,False,0,True,True,False,80.0,412,83,199,364,17,0,65,Publisher-Backed,1,2018,0.8231982561831694,19.99
False,False,0,True,True,True,,4713,0,2728,169,0,0,0,Self-Published,1,2018,0.8967136150234741,29.99
False,False,35,True,False,False,,4436,799,2512,4116,0,4,169,Publisher-Backed,1,2023,0.5328836127941383,12.99
False,False,0,True,False,False,,206,0,213,2,0,2,48,Self-Published,1,2018,0.7590879759087976,2.99
False,False,0,True,False,False,,108,0,111,23,0,2,11,Self-Published,1,2018,0.9199457259158752,14.99
False,False,0,True,False,False,,219,0,215,0,0,1,27,Publisher-Backed,1,2018,0.7764900662251656,1.99
False,False,0,True,False,False,,640,416,448,50,0,1,38,Self-Published,1,2018,0.9684959838391611,19.99
False,False,0,True,False,False,81.0,305,0,151,22,0,13,54,Publisher-Backed,1,2018,0.7435037720033529,29.99
False,False,84,True,False,False,85.0,3654,614,477,511,0,29,35,Publisher-Backed,1,2018,0.9041054593290945,9.59
False,False,75,True,False,False,,279,0,266,27,0,2,41,Self-Published,1,2018,0.911492948614038,6.24
False,False,0,True,True,True,70.0,2757,0,358,1,0,0,20,Self-Published,1,2014,0.7727272727272727,9.99
False,False,0,True,False,False,,393,0,343,42,0,22,40,Publisher-Backed,1,2018,0.883565923765882,49.99
False,False,0,True,False,False,,1394,0,765,158,0,6,57,Publisher-Backed,1,2018,0.9370393820438141,39.99
False,False,0,True,False,True,72.0,590,66,93,95,17,0,0,Publisher-Backed,1,2018,0.7534447376136031,9.99
False,False,0,True,False,False,,221,0,91,5,0,0,0,Publisher-Backed,1,2018,0.4971751412429379,9.99
False,False,0,True,False,False,,640,0,318,54,13,2,31,Self-Published,1,2018,0.5876826722338204,19.99
False,False,51,True,False,False,,40,0,17,0,0,3,100,Self-Published,1,2018,0.906688241639698,0.49
False,False,0,True,True,True,76.0,663,0,241,15,0,4,48,Self-Published,1,2018,0.9304564907275321,19.99
False,False,0,True,False,False,,220,0,211,0,0,0,0,Publisher-Backed,1,2018,0.5567567567567567,1.99
False,False,0,True,False,False,77.0,4172,0,1311,111,0,0,0,Publisher-Backed,1,2018,0.47626546681664794,9.99
False,False,0,True,False,False,82.0,948,37,256,112,0,0,18,Publisher-Backed,1,2018,0.9661087431125897,12.99
False,False,0,True,False,False,89.0,1496,26,312,71,0,0,42,Publisher-Backed,1,2018,0.8955491387035747,29.99
False,False,80,True,True,True,79.0,695,0,178,24,0,5,61,Self-Published,1,2018,0.870351345798233,3.99
False,False,0,True,True,False,,146,6,70,110,0,6,16,Self-Published,1,2018,0.9023045105377191,5.99
False,False,0,True,False,False,74.0,2096,0,223,179,0,57,0,Publisher-Backed,1,2018,0.7909191583610188,49.99
False,False,0,True,True,True,,4571,876,1699,14439,0,1,0,Publisher-Backed,1,2018,0.9432264699056475,19.99
False,False,0,True,True,False,,105,0,84,92,0,3,20,Self-Published,1,2018,0.9284449690174092,1.99
False,False,0,True,True,False,,116,0,114,3,0,0,28,Self-Published,1,2015,0.8981481481481481,19.99
False,False,0,True,False,True,,424,88,296,90,0,1,29,Self-Published,1,2018,0.9276595744680851,9.99
False,False,0,True,False,False,,580,0,544,199,0,0,0,Self-Published,1,2018,0.4774447471995156,29.99
False,False,80,True,False,False,,106,0,56,0,0,1,4,Self-Published,1,2018,0.5114135206321334,0.99
False,False,0,True,False,False,,252,0,243,0,0,1,0,Publisher-Backed,1,2018,0.6887966804979253,0.99
False,False,0,True,False,False,,647,0,152,3,0,2,36,Publisher-Backed,1,2018,0.5630630630630631,9.99
False,False,0,True,False,False,76.0,513,331,450,210,17,0,45,Self-Published,1,2018,0.8832554322617476,19.99
False,False,0,True,False,False,91.0,4512,0,3000,197,0,4,38,Publisher-Backed,1,2018,0.8844192762386066,39.99
False,False,0,True,False,False,89.0,4594,944,3697,7073,18,10,83,Publisher-Backed,1,2018,0.9408034239815511,59.99
False,False,0,True,False,False,81.0,1248,151,433,328,0,14,20,Publisher-Backed,1,2018,0.8812440117046897,29.99
False,False,30,True,False,False,,297,0,401,126,0,2,28,Publisher-Backed,1,2018,0.8696522391793845,20.99
False,False,0,True,False,False,,419,0,209,164,0,1,49,Publisher-Backed,1,2018,0.7420641005980678,39.99
False,False,0,True,False,False,,249,36,150,167,0,0,83,Publisher-Backed,1,2018,0.9090225563909774,29.99
False,False,0,True,True,False,,2843,0,927,27,0,0,140,Publisher-Backed,1,2018,0.8564991334488735,19.99
False,False,0,True,False,False,,0,0,0,0,0,0,0,Publisher-Backed,1,2018,1.0,0.99
False,False,0,True,False,False,88.0,426,369,137,87,17,0,0,Publisher-Backed,1,2010,0.9368800188946622,9.99
False,False,0,True,False,False,81.0,1458,0,561,527,17,4,68,Publisher-Backed,1,2018,0.908141702921069,39.99
False,False,0,True,True,False,,3301,0,2009,28,0,3,251,Self-Published,1,2018,0.9283101682516459,17.99
False,False,0,True,False,False,,1674,174,168,5667,0,0,0,Self-Published,1,2018,0.8934024429443909,6.99
False,False,0,True,False,False,,1292,0,1337,10,0,2,32,Self-Published,1,2018,0.8247850578120368,24.99
False,False,0,True,False,False,,0,0,0,0,0,0,8,Self-Published,1,2018,1.0,3.99
