coming_soon,price_usd,is_free,discount_pct,platforms_win,platforms_mac,platforms_linux,metacritic_score,recommendations,positive_reviews,negative_reviews,avg_playtime_forever,avg_playtime_2weeks,median_playtime,peak_ccu,required_age,dlc_count,achievements,publishing_model,genre_count,release_year
False,19.99,False,0,True,False,False,,6422,4096,828,521,0,496,119,0,0,26,Self-Published,1,2018
False,7.99,False,0,True,False,False,,1272,8751,9229,114,0,41,8,0,0,0,Self-Published,1,2018
False,12.99,False,0,True,False,False,80.0,2173,3298,260,491,0,442,4,0,0,84,Self-Published,1,2018
False,11.99,False,70,True,False,False,,6526,5073,2277,313,0,176,5,0,8,27,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,6608,6128,721,878,14,148,252,0,0,284,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,83.0,3575,3780,236,154,0,130,11,0,2,25,Self-Published,1,2018
False,2.99,False,0,True,False,False,,2774,3446,625,225,0,186,9,0,0,0,Publisher-Backed,1,2018
False,11.99,False,0,True,False,False,,21725,7347,853,670,401,526,1870,0,0,21,Publisher-Backed,1,2018
False,29.99,False,0,True,True,True,80.0,6993,10093,2485,553,0,124,163,0,3,74,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,1219,939,351,219,0,131,3,0,0,0,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,79.0,6786,6756,390,487,44,484,21,0,1,70,Self-Published,1,2018
False,9.99,False,0,True,True,True,74.0,3416,3747,557,117,0,111,1,0,0,20,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,76.0,5637,5422,795,638,0,225,72,0,1,51,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,84.0,3095,4640,184,237,0,142,4,0,0,31,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,20543,19460,468,235,0,191,30,0,0,7,Self-Published,1,2018
False,19.99,False,0,True,False,False,74.0,6961,5662,2399,1527,52,488,112,0,6,109,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,290,423,716,291,331,286,2861,0,0,5,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,88.0,21667,22830,639,350,71,218,36,0,3,30,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,855,824,165,36715,0,189,0,0,0,9,Publisher-Backed,1,2016
False,19.99,False,0,True,False,False,85.0,6544,6709,448,161,20,125,9,0,4,43,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,70.0,19609,18502,514,415,0,443,80,13,2,18,Self-Published,1,2018
False,39.99,False,0,True,False,False,,15122,7712,3306,374,35,235,179,0,0,0,Publisher-Backed,1,2018
False,9.99,False,50,True,False,False,,1732,947,992,463,0,64,4,0,1,0,Publisher-Backed,1,2018
False,0.99,False,0,True,True,False,,0,576,349,177,0,207,6,0,0,39,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,74.0,8542,7597,1225,292,8,188,300,0,0,15,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,435,2260,1122,274,0,74,16,0,0,30,Publisher-Backed,1,2018
False,4.99,False,0,True,True,False,63.0,589,937,146,164,0,220,0,0,0,52,Self-Published,1,2018
False,1.49,False,75,True,True,False,,14257,13301,936,74,0,63,10,0,1,12,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,18402,18742,3006,765,877,421,266,0,0,21,Self-Published,1,2018
False,4.99,False,75,True,True,True,80.0,68233,86713,23112,2205,438,273,2330,17,5,452,Self-Published,1,2018
False,39.99,False,0,True,False,False,,2727,2465,882,614,0,427,25,0,0,51,Publisher-Backed,1,2019
False,1.99,False,80,True,False,False,,2173,1574,648,234,26,336,117,0,0,0,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,742,393,575,203,0,210,0,0,0,0,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,78.0,23934,23758,3472,559,0,241,61,17,4,64,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,76.0,24821,34765,2863,1966,0,281,92,17,0,140,Self-Published,1,2018
False,19.99,False,0,True,False,False,79.0,12009,14520,987,2065,27,179,404,0,0,0,Publisher-Backed,1,2018
False,29.99,False,0,True,True,True,73.0,15820,24071,2080,1521,0,223,20,0,1,92,Publisher-Backed,1,2018
False,1.79,False,70,True,False,False,81.0,8506,9459,438,736,0,282,106,0,1,0,Self-Published,1,2018
False,24.99,False,0,True,False,False,,2842,2013,383,1669,0,605,329,0,1,19,Publisher-Backed,1,2018
False,12.99,False,0,True,True,False,73.0,1372,1294,467,2192,0,1878,107,0,1,37,Self-Published,1,2018
False,3.89,False,70,True,False,False,,2128,1563,873,330,0,121,2,0,1,0,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,,10518,10588,307,82,17,54,8,0,0,7,Self-Published,1,2018
False,4.99,False,0,True,False,False,,1610,850,1291,139,0,126,7,0,0,0,Publisher-Backed,1,2018
False,5.99,False,0,True,True,False,,2651,2815,555,96,0,57,0,0,0,11,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,0,599,283,268,0,275,0,0,0,0,Self-Published,1,2018
False,4.99,False,0,True,False,False,,952,909,117,196,0,5,25,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,3497,3058,437,345,0,200,45,0,4,125,Publisher-Backed,1,2018
False,29.99,False,0,True,True,True,,2799,2630,1785,888,0,454,3,18,1,39,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,2375,2577,259,274,0,202,6,0,0,51,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,86.0,3458,4302,135,219,0,169,16,0,0,58,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,40653,41193,6652,1187,0,420,103,0,1,105,Publisher-Backed,1,2018
False,0.55,False,44,True,True,True,,375,1487,883,355,0,369,2,0,2,12,Publisher-Backed,1,2018
False,17.99,False,40,True,True,False,82.0,150969,152312,4295,385,88,330,498,0,1,24,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,0,185,171,249,0,270,0,0,0,26,Self-Published,1,2018
False,24.99,False,0,True,False,False,,18166,15406,4977,695,0,394,119,0,1,50,Self-Published,1,2018
False,14.99,False,0,True,False,False,62.0,3538,4065,536,391,0,321,6,0,0,26,Self-Published,1,2018
False,9.99,False,0,True,False,True,72.0,12496,15420,5046,590,66,93,95,17,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,83.0,27140,31409,1853,2549,0,2031,470,18,6,63,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,90.0,437,292,230,36,0,40,1,0,0,0,Publisher-Backed,1,2009
False,2.39,False,80,True,True,True,,1953,3919,601,230,0,58,8,0,2,20,Publisher-Backed,1,2018
False,5.99,False,0,True,True,False,,6261,4581,496,146,6,70,110,0,6,16,Self-Published,1,2018
False,19.99,False,0,True,True,True,74.0,710,773,206,528,0,156,3,0,0,27,Self-Published,1,2018
False,14.99,False,0,True,True,True,80.0,100633,121220,4458,463,27,158,215,0,1,14,Self-Published,1,2018
False,9.99,False,75,True,False,False,81.0,23497,20192,1983,935,0,251,2590,0,5,17,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,78.0,3223,4585,494,216,0,155,1,0,1,31,Publisher-Backed,1,2017
False,9.99,False,0,True,False,False,86.0,731,663,437,197,0,41,0,17,0,0,Self-Published,1,2018
False,29.99,False,0,True,False,False,82.0,4938,4987,423,938,0,718,37,0,2,40,Publisher-Backed,1,2018
False,14.99,False,0,True,True,True,90.0,18489,19126,1090,1173,0,448,285,0,1,70,Self-Published,1,2018
False,0.49,False,51,True,False,False,,382,460,99,379,0,432,1281,0,3,32,Self-Published,1,2018
False,10.49,False,30,True,True,True,,25159,19922,1906,2047,475,1222,674,0,2,460,Self-Published,1,2018
False,1.64,False,70,True,True,False,,10233,9216,837,269,0,257,57,0,1,14,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,2810,2699,314,641,0,108,44,0,1,456,Self-Published,1,2018
False,7.49,False,50,True,True,True,68.0,8940,12216,668,286,0,221,22,0,2,22,Self-Published,1,2018
False,14.99,False,0,True,True,False,,1435,1737,739,248,0,150,2,0,0,12,Self-Published,1,2018
False,13.99,False,30,True,True,False,,5918,5571,384,75,0,84,175,0,1,122,Publisher-Backed,1,2018
False,7.99,False,0,True,False,False,,0,1,1,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,12.99,False,0,True,True,True,73.0,7226,6967,651,318,0,231,11,0,3,31,Self-Published,1,2018
False,4.99,False,0,True,False,False,,3152,3602,197,2117,0,24,49,0,0,0,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,1452,1009,537,567,0,155,21,0,0,84,Self-Published,1,2018
False,29.99,False,0,True,False,False,,515,354,55,344,0,405,276,17,1,56,Self-Published,1,2025
False,14.99,False,0,True,True,True,76.0,9427,11833,1549,470,0,245,31,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,,6533,6072,892,4986,0,3375,176,0,1,30,Publisher-Backed,1,2018
False,0.49,False,51,True,True,True,,8404,7930,697,130,0,57,3,0,1,100,Publisher-Backed,1,2020
False,2.99,False,90,True,True,False,76.0,7000,6997,1893,2074,0,1018,84,0,0,31,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,77.0,12980,13949,644,796,0,563,23,0,2,68,Publisher-Backed,1,2018
False,0.49,False,90,True,True,False,,3419,5141,3408,296,0,342,2,0,1,0,Publisher-Backed,1,2018
False,3.99,False,0,True,False,False,,0,123,42,367,0,213,39,0,0,8,Publisher-Backed,1,2018
False,6.24,False,75,True,True,True,,20109,21368,2042,3870,0,736,261,0,8,15,Publisher-Backed,1,2018
False,6.99,False,0,True,True,False,68.0,8655,10124,880,128,0,60,6,0,0,28,Publisher-Backed,1,2018
False,0.65,False,78,True,False,False,,12293,12605,731,71,0,24,5,0,0,130,Self-Published,1,2018
False,2.99,False,0,True,True,False,,114896,107491,11938,529,64,184,672,0,1,39,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,77.0,15039,12261,4994,1369,0,217,108,0,1,50,Publisher-Backed,1,2018
False,3.99,False,90,True,False,False,,16952,18775,2127,1725,0,946,63,0,4,50,Publisher-Backed,1,2018
False,5.94,False,15,True,False,False,,8334,7303,360,356,0,274,70,0,0,34,Self-Published,1,2018
False,19.99,False,0,True,False,False,,2367,1253,779,1203,197,1522,470,0,0,41,Publisher-Backed,1,2025
False,9.89,False,34,True,True,False,70.0,575975,612177,117993,12691,2303,971,22170,0,18,32,Publisher-Backed,1,2018
False,34.99,False,0,True,False,False,,30860,26326,3010,3038,0,1233,1632,0,9,227,Self-Published,1,2018
False,9.99,False,0,True,False,False,85.0,1556,1187,304,204,0,65,5,17,0,0,Publisher-Backed,1,2018
False,6.99,False,0,True,True,False,,20626,18498,1829,1096,567,705,499,0,0,59,Self-Published,1,2018
False,9.99,False,0,True,False,False,77.0,8447,4234,4656,4172,0,1311,111,0,0,0,Publisher-Backed,1,2018
False,20.99,False,30,True,True,False,,8140,7123,861,5039,0,985,495,0,0,39,Self-Published,1,2018
False,14.99,False,0,True,True,True,,2199,3151,199,235,0,150,8,0,5,26,Self-Published,1,2018
False,24.99,False,0,True,False,False,,6728,4917,1176,443,0,181,74,0,0,0,Self-Published,1,2018
False,14.99,False,50,True,False,False,,6362,5963,1331,2700,331,2079,596,0,0,71,Publisher-Backed,1,2018
False,11.99,False,0,True,True,True,73.0,12167,13052,946,554,4,313,68,0,1,52,Publisher-Backed,1,2018
False,1.74,False,75,True,False,False,,4641,3666,917,94,0,92,6,0,0,14,Publisher-Backed,1,2018
False,7.19,False,60,True,True,True,,16680,14952,1260,762,100,276,402,0,4,47,Publisher-Backed,1,2018
False,7.49,False,70,True,False,False,76.0,7222,5394,2011,319,0,299,26,0,1,12,Publisher-Backed,1,2018
False,10.04,False,33,True,False,False,,6881,3274,693,1818,1,571,281,0,6,38,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,,5352,5956,627,467,0,180,9,0,0,0,Self-Published,1,2018
False,15.99,False,0,True,False,False,68.0,2952,2731,583,1358,0,313,48,0,0,18,Self-Published,1,2014
False,0.59,False,70,True,False,False,,7054,11745,3126,225,0,113,6,0,0,13,Publisher-Backed,1,2018
False,4.99,False,75,True,False,False,,2252,2080,258,352,0,213,7,0,0,0,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,80.0,11659,11287,486,287,0,262,12,0,2,1,Self-Published,1,2018
False,14.99,False,0,True,True,True,,3581,3727,233,731,0,237,18,0,2,24,Publisher-Backed,1,2018
False,9.99,False,0,True,True,False,,10625,10926,619,1696,0,1135,153,0,18,125,Self-Published,1,2018
False,2.99,False,0,True,False,False,,14623,16447,1078,121,0,66,20,0,1,13,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,22686,15430,2970,1240,1519,510,851,0,1,0,Self-Published,1,2018
False,17.99,False,0,True,False,False,,4209,3484,327,1045,37,704,174,0,2,37,Self-Published,1,2018
False,1.99,False,0,True,False,False,,6409,5809,182,151,55,104,4,0,0,2880,Self-Published,1,2018
False,1.99,False,0,True,False,False,,1235,1042,183,415,0,446,3,0,0,5,Self-Published,1,2018
False,3.24,False,75,True,True,False,79.0,8167,9225,501,370,0,323,32,0,0,12,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,83.0,3870,4649,346,227,0,248,25,0,1,21,Self-Published,1,2018
False,17.99,False,40,True,False,False,82.0,8204,4455,1501,921,63,550,97,0,3,55,Self-Published,1,2018
False,24.99,False,0,True,True,True,79.0,342,540,264,15436,0,86,1,0,0,0,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,5493,4303,347,123,0,112,22,0,0,5,Self-Published,1,2018
False,9.99,False,0,True,True,True,,247,1338,470,200,0,212,1,0,0,23,Self-Published,1,2018
False,1.99,False,90,True,True,False,,36387,31601,4206,368,0,123,243,0,2,33,Publisher-Backed,1,2018
False,14.99,False,0,True,False,False,,2558,2034,177,108,0,111,23,0,2,11,Self-Published,1,2018
False,19.99,False,0,True,True,True,,23164,21613,537,588,0,233,220,0,1,26,Self-Published,1,2018
False,39.99,False,0,True,False,False,58.0,4738,4930,900,557,36,260,17,17,4,56,Publisher-Backed,1,2018
False,13.99,False,65,True,False,False,75.0,14562,13803,1847,750,0,383,276,0,1,45,Publisher-Backed,1,2018
False,6.99,False,0,True,True,False,,3922,3463,436,371,0,361,5,0,0,32,Publisher-Backed,1,2018
False,5.99,False,0,True,False,False,,7203,7282,427,629,55,163,236,0,0,0,Publisher-Backed,1,2014
False,9.99,False,0,True,True,True,67.0,2955,3379,378,107,0,99,2,17,0,12,Self-Published,1,2018
False,3.99,False,80,True,False,False,80.0,2202,2800,336,803,0,322,23,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,4464,4406,477,167,0,174,40,0,0,43,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,,966,1215,436,681,0,116,6,0,23,12,Publisher-Backed,1,2018
False,8.99,False,40,True,False,False,74.0,20381,20535,1786,1175,0,345,379,0,8,54,Self-Published,1,2018
False,3.49,False,0,True,False,False,,3473,3816,239,320,0,105,13,0,1,59,Publisher-Backed,1,2018
False,9.59,False,84,True,False,False,81.0,8007,9019,1737,2024,0,707,93,0,4,63,Publisher-Backed,1,2018
False,12.99,False,0,True,False,False,,3677,3721,969,165,0,147,0,0,1,10,Self-Published,1,2018
False,3.99,False,0,True,True,True,,126,830,370,173,0,8,0,0,0,33,Self-Published,1,2018
False,11.99,False,0,True,True,False,,9363,11749,1985,411,0,156,61,0,7,33,Self-Published,1,2018
False,1.99,False,0,True,True,True,,258,324,175,144,0,187,0,0,0,9,Publisher-Backed,1,2018
False,8.99,False,80,True,False,False,79.0,31235,31828,7113,2395,302,588,200,0,2,47,Publisher-Backed,1,2018
False,5.99,False,0,True,True,False,,33924,34893,1765,614,150,270,555,0,0,24,Self-Published,1,2018
False,17.99,False,0,True,False,False,,8603,6425,1865,1953,347,910,1121,0,1,29,Self-Published,1,2018
False,17.99,False,0,True,True,True,90.0,29135,23265,698,576,19,314,134,0,2,131,Publisher-Backed,1,2018
False,29.99,False,0,True,True,False,,26558,26456,992,847,34,202,357,0,0,0,Self-Published,1,2018
False,0.69,False,86,True,False,False,76.0,7503,11408,834,262,0,243,3,0,0,16,Self-Published,1,2018
False,34.99,False,0,True,False,False,70.0,3015,2843,1250,3549,0,239,4,0,4,52,Self-Published,1,2018
False,19.99,False,0,True,False,True,,5939,8342,3358,293,0,83,140,17,0,35,Publisher-Backed,1,2016
False,12.99,False,0,True,False,False,,2735,2091,340,2017,0,467,45,0,0,180,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,79.0,2545,2259,209,147,0,184,5,0,4,34,Publisher-Backed,1,2018
False,7.99,False,60,True,False,False,81.0,4204,4299,974,425,0,189,18,0,2,43,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,,0,20,9,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,80.0,1401,2078,663,64,0,40,2,0,0,0,Publisher-Backed,1,2018
False,12.99,False,0,True,False,False,82.0,3845,5566,739,313,0,160,25,0,0,0,Self-Published,1,2011
False,9.99,False,0,True,True,True,70.0,400,493,145,2757,0,358,1,0,0,20,Self-Published,1,2014
False,19.99,False,0,True,False,False,,5981,5658,673,2230,0,1504,149,17,0,56,Publisher-Backed,1,2018
False,9.99,False,0,True,False,True,59.0,112307,112414,3644,595,155,229,320,18,2,89,Self-Published,1,2018
False,9.99,False,0,True,True,False,86.0,8216,8718,1014,192,0,187,11,0,0,13,Self-Published,1,2018
False,4.99,False,0,True,False,False,76.0,571,949,303,238,0,235,0,0,1,4,Publisher-Backed,1,2018
False,4.99,False,75,True,True,False,81.0,3189,3743,224,213,0,177,17,0,2,26,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,80.0,710,1042,134,234,271,105,2,0,2,27,Publisher-Backed,1,2018
False,4.99,False,0,True,True,True,,0,16,3,0,0,0,0,0,0,9,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,68.0,84452,97083,4268,2554,1456,835,2278,0,3,294,Publisher-Backed,1,2018
False,17.49,False,30,True,False,False,,15337,11530,3058,1137,2553,367,806,0,1,26,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,3650,3662,258,169,0,28,10,17,0,0,Publisher-Backed,1,2018
False,15.99,False,20,True,False,False,,10021,8944,229,2458,3,536,268,0,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,78.0,11837,22618,4113,830,0,278,83,0,79,46,Publisher-Backed,1,2018
False,2.99,False,0,True,True,True,,0,201,91,260,0,226,1,0,2,9,Self-Published,1,2018
False,9.99,False,0,True,False,False,69.0,2083,1680,1295,524,0,425,2,0,0,59,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,,0,6,5,225,0,120,0,0,0,0,Self-Published,1,2018
False,14.99,False,0,True,False,True,,21574,19362,483,163,1,89,291,0,1,0,Self-Published,1,2018
False,7.99,False,0,True,False,False,,6757,7698,881,127,0,71,17,0,1,30,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,66.0,1934,2308,780,314,0,318,12,0,0,46,Publisher-Backed,1,2019
False,4.99,False,0,True,True,False,70.0,1598,2384,297,279,0,274,1,0,0,0,Self-Published,1,2018
False,14.99,False,50,True,False,False,,4090,2370,725,1337,0,1310,27,0,2,46,Self-Published,1,2018
False,24.99,False,0,True,False,False,,195590,165867,3884,1851,289,586,3122,0,0,0,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,10540,7885,8630,580,0,544,199,0,0,0,Self-Published,1,2018
False,19.99,False,0,True,True,False,76.0,155,1377,375,80,0,38,4,0,1,31,Publisher-Backed,1,2018
False,19.99,False,0,True,True,False,81.0,9964,8658,608,1354,0,640,258,0,5,220,Self-Published,1,2018
False,4.99,False,0,True,False,False,,119,115,46,276,0,243,0,0,0,0,Self-Published,1,2018
False,19.99,False,0,True,False,False,,666253,736611,32168,2371,199,915,9978,0,0,54,Self-Published,1,2018
False,5.99,False,60,True,True,False,,53030,50017,681,274,0,287,185,0,0,82,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,,6897,6990,1007,295,0,281,30,0,1,30,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,80.0,2866,3242,815,417,0,133,3,0,1,38,Self-Published,1,2018
False,5.99,False,0,True,False,False,,881,766,213,525,0,567,10,0,0,0,Publisher-Backed,1,2018
False,5.99,False,0,True,False,False,,0,99,105,430,0,423,15,0,0,64,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,72.0,1686,1987,299,188,0,193,6,17,2,35,Self-Published,1,2018
False,0.79,False,90,True,False,False,73.0,4043,3044,1195,127,0,27,20,17,0,0,Self-Published,1,2018
False,14.99,False,0,True,False,False,69.0,8633,7552,3362,724,0,282,10,0,9,49,Publisher-Backed,1,2018
False,7.39,False,80,True,False,False,93.0,4758,6540,457,478,0,83,65,17,0,0,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,84.0,23194,24500,1631,458,343,130,78,0,1,18,Publisher-Backed,1,2018
False,12.99,False,0,True,True,True,,5824,4942,1120,1503,68,488,49,0,0,29,Self-Published,1,2018
False,7.99,False,0,True,False,False,,30102,29613,3115,111,0,55,5,0,0,12,Publisher-Backed,1,2018
False,19.99,False,0,True,True,True,84.0,13329,13088,862,669,0,248,74,0,0,13,Self-Published,1,2018
False,9.99,False,0,True,False,False,,18555,16289,484,860,0,220,297,0,0,20,Publisher-Backed,1,2018
False,8.99,False,0,True,True,False,,10436,9749,1768,250,0,154,27,0,0,56,Self-Published,1,2015
False,9.99,False,0,True,True,False,,3339,3156,811,146,0,117,0,0,0,0,Self-Published,1,2018
False,29.99,False,0,True,False,False,,4111,4106,481,282,0,196,20,0,2,50,Self-Published,1,2018
False,10.99,False,0,True,True,True,,2554,0,0,250,0,259,19,0,1,22,Publisher-Backed,1,2018
False,19.99,False,0,True,False,False,82.0,25242,24613,2154,842,397,201,186,17,0,44,Self-Published,1,2018
False,29.99,False,0,True,False,False,69.0,3117,3505,2567,812,0,295,14,17,13,43,Publisher-Backed,1,2019
False,29.99,False,0,True,False,False,,2975,2197,586,919,325,769,925,0,1,81,Publisher-Backed,1,2024
False,9.99,False,0,True,True,False,72.0,2526,2821,609,237,303,121,4,17,0,20,Self-Published,1,2018
False,2.99,False,0,True,True,True,,0,108,27,36,0,31,0,0,1,8,Self-Published,1,2018
False,19.99,False,0,True,False,False,75.0,4078,4498,405,572,0,332,6,0,0,20,Self-Published,1,2018
False,11.99,False,50,True,False,False,,63860,52168,2148,2099,118,1587,7330,0,3,55,Self-Published,1,2018
False,39.99,False,0,True,False,False,71.0,4684,3493,1607,268,0,366,4,0,0,38,Publisher-Backed,1,2018
False,14.99,False,0,True,True,False,,17049,12973,2105,4926,597,860,1748,0,3,0,Publisher-Backed,1,2018
False,5.99,False,0,True,False,False,,12647,11581,501,438,0,347,46,0,0,10,Self-Published,1,2018
False,19.99,False,0,True,True,False,86.0,168445,238239,9691,717,44,497,556,17,0,50,Publisher-Backed,1,2018
False,34.99,False,0,True,True,True,64.0,2541,3137,1156,245,0,230,19,0,3,42,Publisher-Backed,1,2018
False,29.99,False,0,True,False,False,,2214,2132,918,1250,0,397,56,0,0,17,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,0,87,102,229,0,215,0,0,0,7,Publisher-Backed,1,2018
False,0.99,False,0,True,False,False,,2437,1832,508,73,0,45,45,0,0,0,Self-Published,1,2018
False,2.99,False,0,True,False,False,,2208,3716,639,256,222,242,7,0,0,0,Self-Published,1,2018
False,14.99,False,0,True,True,False,78.0,965,1724,145,221,0,214,5,0,0,31,Publisher-Backed,1,2018
False,4.99,False,0,True,True,True,,439,379,115,135,0,203,0,0,0,14,Self-Published,1,2018
False,39.99,False,0,True,False,False,,3740,3584,777,2680,26,963,252,13,0,24,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,896,1013,206,90,0,114,4,0,0,0,Self-Published,1,2009
False,19.99,False,0,True,False,False,,6128,4827,2465,2188,14,618,198,0,8,0,Self-Published,1,2018
False,0.99,False,0,True,True,True,,355,596,89,260,0,154,1,0,0,9,Publisher-Backed,1,2018
False,24.99,False,0,True,False,False,,4180,3419,989,319,142,179,28,0,1,14,Publisher-Backed,1,2018
False,9.99,False,0,True,True,False,,854,589,149,2112,0,2112,28,0,0,20,Self-Published,1,2018
False,19.99,False,0,True,False,False,,6588,6076,1196,698,95,400,112,0,0,30,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,608,517,200,283,0,225,1,0,1,0,Self-Published,1,2016
False,1.99,False,90,True,False,False,73.0,3123,2852,718,235,0,183,5,0,0,32,Self-Published,1,2018
False,9.99,False,0,True,False,True,,3547,3706,289,424,88,296,90,0,1,29,Self-Published,1,2018
False,19.99,False,0,True,False,False,,1912,1939,790,112,0,122,4,0,1,28,Publisher-Backed,1,2022
False,19.99,False,0,True,False,False,,5237,3990,823,1418,0,544,22,0,1,39,Publisher-Backed,1,2018
False,0.99,False,0,True,True,True,,286,570,119,159,0,122,0,0,0,16,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,57.0,1568,1668,250,292,0,398,2,0,0,18,Self-Published,1,2018
False,19.99,False,0,True,True,True,78.0,9231,9243,797,1034,0,222,279,0,2,93,Self-Published,1,2018
False,22.99,False,0,True,False,False,,4640,3396,1175,1112,0,644,178,0,0,47,Publisher-Backed,1,2018
False,7.49,False,70,True,False,False,82.0,12627,10557,939,1361,590,1076,424,0,4,94,Publisher-Backed,1,2018
False,17.99,False,0,True,False,False,,1824,1680,558,138,0,131,4,0,1,26,Publisher-Backed,1,2018
False,4.99,False,75,True,True,True,83.0,4645,4633,148,107,0,116,22,0,1,14,Publisher-Backed,1,2018
False,2.99,False,0,True,False,False,,11002,10857,410,231,0,24,12,0,0,24,Self-Published,1,2018
False,19.99,False,0,True,True,True,80.0,3002,2977,338,660,0,269,57,0,1,50,Self-Published,1,2018
False,5.99,False,0,True,False,False,,12831,11463,816,135,0,128,30,0,0,15,Self-Published,1,2018
False,9.99,False,0,True,True,True,,0,202,170,239,0,250,0,0,1,34,Publisher-Backed,1,2018
False,12.99,False,0,True,False,False,82.0,25183,37172,1304,948,37,256,112,0,0,18,Publisher-Backed,1,2018
False,9.99,False,0,True,True,True,78.0,316,892,115,98,0,42,0,0,0,22,Self-Published,1,2018
False,9.99,False,0,True,True,True,82.0,10209,10506,742,234,0,252,5,0,1,9,Publisher-Backed,1,2018
False,10.99,False,0,True,False,False,,0,0,1,0,0,0,0,0,0,0,Publisher-Backed,1,2018
False,4.99,False,0,True,False,False,,0,351,100,619,0,397,0,0,0,0,Self-Published,1,2018
False,1.99,False,0,True,False,False,,8257,7755,464,138,0,109,2,0,1,118,Self-Published,1,2018
False,29.99,False,0,True,True,True,33.0,5147,3166,4102,1094,0,384,7,0,7,69,Self-Published,1,2018
False,29.99,False,0,True,True,True,,1597,955,110,4713,0,2728,169,0,0,0,Self-Published,1,2018
False,4.99,False,0,True,False,False,,5134,7327,366,186,0,141,1,0,0,8,Self-Published,1,2018
False,9.99,False,0,True,True,False,,2823,2177,1149,134,0,128,0,0,0,11,Self-Published,1,2018
False,1.99,False,80,True,True,True,74.0,4278,6152,1217,226,0,181,9,0,2,46,Publisher-Backed,1,2018
False,1.99,False,0,True,False,False,,1724,1380,458,237,0,256,1,0,0,16,Publisher-Backed,1,2018
False,9.99,False,0,True,False,False,,0,10,0,0,0,0,0,0,0,0,Self-Published,1,2024
False,3.99,False,0,True,False,False,,0,20,0,0,0,0,0,0,0,8,Self-Published,1,2018
False,9.99,False,0,True,False,False,,167,411,104,387,0,382,1,0,1,57,Self-Published,1,2018
